org_id	latin_name	ncbi_id
TAX-169679	Clostridium saccharobutylicum	169679
TAX-1697	Corynebacterium ammoniagenes	1697
TAX-1699513	Myrtoideae	1699513
TAX-1699522	Syzygieae	1699522
TAX-1699524	Eucalypteae	1699524
TAX-1705	Corynebacterium stationis	1705
TAX-1707	Cellulomonas	1707
TAX-1708	Cellulomonas fimi	1708
TAX-1709	Cellulomonas biazotea	1709
TAX-1710	Cellulosimicrobium cellulans	1710
TAX-1711	Cellulomonas flavigena	1711
TAX-1713	Oerskovia turbata	1713
TAX-171549	Bacteroidales	171549
TAX-171551	Porphyromonadaceae	171551
TAX-1716	Corynebacterium	1716
TAX-171627	Fusarium fujikuroi species complex	171627
TAX-171636	Amygdaloideae	171636
TAX-171637	Amygdaloideae	171637
TAX-171638	Rosoideae	171638
TAX-1717	Corynebacterium diphtheriae	1717
TAX-171760	Barnadesia spinosa	171760
TAX-1718	Corynebacterium glutamicum	1718
TAX-1720	Corynebacterium sp.	1720
TAX-172057	Centaurium erythraea	172057
TAX-1721	Corynebacterium callunae	1721
TAX-1727	Corynebacterium variabile	1727
TAX-1728959	Aurantioideae	1728959
TAX-1728961	Rutoideae	1728961
TAX-1729789	Vanilleae	1729789
TAX-1737404	Tissierellia	1737404
TAX-1737405	Tissierellales	1737405
TAX-1742989	Glutamicibacter	1742989
TAX-1742992	Paenarthrobacter	1742992
TAX-1742993	Pseudarthrobacter	1742993
TAX-1743	Propionibacterium	1743
TAX-1744	Propionibacterium freudenreichii	1744
TAX-1747	Cutibacterium acnes	1747
TAX-1748	Acidipropionibacterium acidipropionici	1748
TAX-1752	Propionibacterium freudenreichii	1752
TAX-175767	Typhonium	175767
TAX-1758100	Impatiens subgen. Impatiens	1758100
TAX-1758108	Impatiens sect. Uniflorae	1758108
TAX-1760	Actinomycetes	1760
TAX-1762	Mycobacteriaceae	1762
TAX-1763	Mycobacterium	1763
TAX-1764	Mycobacterium avium	1764
TAX-1765	Mycobacterium tuberculosis variant bovis	1765
TAX-1766	Mycolicibacterium fortuitum	1766
TAX-1767	Mycobacterium intracellulare	1767
TAX-1768	Mycobacterium kansasii	1768
TAX-1769	Mycobacterium leprae	1769
TAX-1769247	Fomitopsidaceae	1769247
TAX-1770	Mycobacterium avium	1770
TAX-1771	Mycolicibacterium phlei	1771
TAX-1772	Mycolicibacterium smegmatis	1772
TAX-1773	Mycobacterium tuberculosis	1773
TAX-177416	Francisella tularensis	177416
TAX-178174	Syzygium	178174
TAX-1783257	PVC group	1783257
TAX-1783270	FCB group	1783270
TAX-1783272	Terrabacteria group	1783272
TAX-1783275	TACK group	1783275
TAX-1798711	Cyanobacteriota/Melainabacteria group	1798711
TAX-1799696	Sporidiobolaceae	1799696
TAX-18	Pelobacter	18
TAX-1802	Mycolicibacterium farcinogenes	1802
TAX-1802790	Icacinales	1802790
TAX-1803517	Microteaceae	1803517
TAX-1803519	Mesembryanthemum subgen. Cryophytum	1803519
TAX-1804621	Betoideae	1804621
TAX-1804623	Chenopodiaceae	1804623
TAX-180675	Salvia splendens	180675
TAX-180763	Vaccinium myrtillus	180763
TAX-18101	Gerbera hybrid cultivar	18101
TAX-181550	Trichomonadidae	181550
TAX-182070	Saxifraga stolonifera	182070
TAX-1827	Rhodococcus <high G+C Gram-positive bacteria>	1827
TAX-183097	Wedelia	183097
TAX-1831	Rhodococcus sp. (in: high G+C Gram-positive bacteria)	1831
TAX-1835	Saccharopolyspora	1835
TAX-1836	Saccharopolyspora erythraea	1836
TAX-183823	Eucalyptus falcata	183823
TAX-183924	Thermoprotei	183924
TAX-183925	Methanobacteria	183925
TAX-183939	Methanococci	183939
TAX-183963	Halobacteria	183963
TAX-183967	Thermoplasmata	183967
TAX-183968	Thermococci	183968
TAX-183980	Archaeoglobi	183980
TAX-183988	Methanopyri	183988
TAX-1843489	Veillonellales	1843489
TAX-1843491	Selenomonadaceae	1843491
TAX-1849	Actinopolyspora	1849
TAX-184914	Corallococcus coralloides	184914
TAX-1850	Actinopolyspora halophila	1850
TAX-1851551	Mrakiaceae	1851551
TAX-1851554	Xanthophyllomyces	1851554
TAX-1852274	Streptomyces albus group	1852274
TAX-1853230	Crocinitomicaceae	1853230
TAX-1853231	Odoribacteraceae	1853231
TAX-186125	Fomitopsis palustris	186125
TAX-1862	Dermatophilus	1862
TAX-186265	Cactoideae	186265
TAX-186275	Echinocereeae	186275
TAX-186285	Drosophiliti	186285
TAX-1863	Dermatophilus congolensis	1863
TAX-186328	Entomoplasmatales	186328
TAX-186623	Actinopteri	186623
TAX-186624	Elopocephala	186624
TAX-186625	Clupeocephala	186625
TAX-186626	Otophysi	186626
TAX-186627	Cypriniphysae	186627
TAX-186634	Otomorpha	186634
TAX-1866885	Mycolicibacterium	1866885
TAX-186770	Marchantiopsida	186770
TAX-186774	Marchantiidae	186774
TAX-186801	Clostridia	186801
TAX-186802	Eubacteriales	186802
TAX-186803	Lachnospiraceae	186803
TAX-186804	Peptostreptococcaceae	186804
TAX-186813	unclassified Clostridiales	186813
TAX-186814	Thermoanaerobacteraceae	186814
TAX-186817	Bacillaceae	186817
TAX-186822	Paenibacillaceae	186822
TAX-186826	Lactobacillales	186826
TAX-186831	Acetoanaerobium	186831
TAX-187304	Roseibium aggregatum	187304
TAX-1873447	Daucus sect. Daucus	1873447
TAX-1874399	Boraginoideae	1874399
TAX-1874405	Lithospermeae	1874405
TAX-1874412	Boragininae	1874412
TAX-1874424	Boragineae	1874424
TAX-187857	Aquificae <Aquificae>	187857
TAX-18794	Senecio	18794
TAX-1883	Streptomyces	1883
TAX-188708	Thermotogae <Thermotogae>	188708
TAX-188709	Thermotogaceae	188709
TAX-188786	Thermaceae	188786
TAX-188787	Deinococci	188787
TAX-1888	Streptomyces albus	1888
TAX-188832	Lampranthus	188832
TAX-188838	Lampranthus sociorum	188838
TAX-188916	Mycobacterium lacticola	188916
TAX-1890	Streptomyces antibioticus	1890
TAX-189007	Sinningia cardinalis	189007
TAX-1890424	Synechococcales	1890424
TAX-1890426	Synechococcaceae	1890426
TAX-1890428	Merismopediaceae	1890428
TAX-1892261	Chlorogloeopsidaceae	1892261
TAX-1892263	Hapalosiphonaceae	1892263
TAX-1901	Streptomyces clavuligerus	1901
TAX-1902	Streptomyces coelicolor	1902
TAX-1903409	Erwiniaceae	1903409
TAX-1903411	Yersiniaceae	1903411
TAX-1903414	Morganellaceae	1903414
TAX-190902	Mentha aquatica	190902
TAX-191	Azospirillum	191
TAX-1911	Streptomyces griseus	1911
TAX-1912215	Acidipropionibacterium	1912215
TAX-1912216	Cutibacterium	1912216
TAX-191224	Cistus creticus	191224
TAX-1912917	Blattoidae	1912917
TAX-1913637	Mucoromycota	1913637
TAX-191392	Auxenochlorella	191392
TAX-191410	Chlorobiia	191410
TAX-191411	Chlorobiales	191411
TAX-191412	Chlorobiaceae	191412
TAX-1914233	Gemmataceae	1914233
TAX-191503	Aveneae	191503
TAX-191579	Fluviicola taffensis	191579
TAX-191676	Xanthomonadaceae incertae sedis	191676
TAX-192	Azospirillum brasilense	192
TAX-19205	Lepidium	19205
TAX-192326	Cinnamomum tenuipile	192326
TAX-1927081	Annonoideae	1927081
TAX-1927086	Guatterieae	1927086
TAX-1929018	Pseudoditrichales	1929018
TAX-192944	unclassified Rhodococcus (in: high G+C Gram-positive bacteria)	192944
TAX-192952	Methanosarcina mazei	192952
TAX-194924	Desulfovibrionaceae	194924
TAX-1955150	Acrididea	1955150
TAX-1955251	Proctotrupomorpha	1955251
TAX-195802	Sterculia foetida	195802
TAX-196117	Methanocaldococcaceae	196117
TAX-196118	Methanocaldococcus	196118
TAX-1963083	Cassia clade	1963083
TAX-1963268	Haloarculaceae	1963268
TAX-1963758	Myomorpha	1963758
TAX-196795	unclassified Sulfitobacter	196795
TAX-196821	unclassified Pseudomonas	196821
TAX-1968271	Gardenieae - Pavetteae clade	1968271
TAX-1968428	Bertiereae - Coffeeae clade	1968428
TAX-1968429	Gardenieae complex	1968429
TAX-197562	Pancrustacea	197562
TAX-197563	Mandibulata	197563
TAX-1977916	Hippocastanoideae	1977916
TAX-1977919	Acereae	1977919
TAX-1977920	Hippocastaneae	1977920
TAX-1982031	Cyperus subgen. Cyperus	1982031
TAX-1988	Actinomadura	1988
TAX-199296	Trichomonadinae	199296
TAX-199297	Tritrichomonadinae	199297
TAX-1993	Actinomadura madurae	1993
TAX-19955	Ebenaceae	19955
TAX-2	Bacteria <bacteria>	2
TAX-2003540	Pteridineae	2003540
TAX-2003544	Pteridoideae	2003544
TAX-200630	unclassified Peptostreptococcaceae	200630
TAX-200643	Bacteroidia	200643
TAX-200644	Flavobacteriales	200644
TAX-200783	Aquificota	200783
TAX-200795	Chloroflexota	200795
TAX-2008651	Polysiphonioideae	2008651
TAX-2008794	Zoogloeaceae	2008794
TAX-200918	Thermotogota	200918
TAX-2009274	Hydrangea sect. Macrophyllae	2009274
TAX-2009276	Hydrangeeae	2009276
TAX-200938	Chrysiogenota	200938
TAX-200940	Thermodesulfobacteriota	200940
TAX-201174	Actinomycetota	201174
TAX-2012	Thermomonosporaceae	2012
TAX-2014984	Dryopteridoideae	2014984
TAX-2017695	Polypodioideae	2017695
TAX-202612	Salvia stenophylla	202612
TAX-2026555	Salvia subgen. Calosphace	2026555
TAX-2026556	core Calosphace	2026556
TAX-2028217	Gelatoporiaceae	2028217
TAX-202950	Acinetobacter baylyi	202950
TAX-202994	Rhodiola	202994
TAX-203015	Rhodiola rosea	203015
TAX-203119	Acetivibrio thermocellus	203119
TAX-2034	Curtobacterium	2034
TAX-2034327	C4 Cyperus	2034327
TAX-2034351	C4 Cyperus incertae sedis	2034351
TAX-203490	Fusobacteriia	203490
TAX-203491	Fusobacteriales	203491
TAX-203492	Fusobacteriaceae	203492
TAX-2035	Curtobacterium flaccumfaciens	2035
TAX-2036	Curtobacterium citreum	2036
TAX-203682	Planctomycetota	203682
TAX-203683	Planctomycetia	203683
TAX-203691	Spirochaetota	203691
TAX-203692	Spirochaetia	203692
TAX-2037	Actinomycetales	2037
TAX-2039240	Anaerotignum	2039240
TAX-20400	Astragalus	20400
TAX-20406	Astragalus bisulcatus	20406
TAX-204141	Ocimum americanum	204141
TAX-2042895	Gottschalkiaceae	2042895
TAX-2042965	Pteris subgen. Pteris	2042965
TAX-2042968	Pteris sect. Pteris	2042968
TAX-204376	Pseudopterogorgia	204376
TAX-204428	Chlamydiota	204428
TAX-204429	Chlamydiia	204429
TAX-204441	Rhodospirillales	204441
TAX-204455	Rhodobacterales	204455
TAX-204457	Sphingomonadales	204457
TAX-2045261	Rhodymeniophycidae	2045261
TAX-2049478	Strobilanthinae	2049478
TAX-205071	Rheum tataricum	205071
TAX-2053	Gordonia <high G+C Gram-positive bacteria>	2053
TAX-2054	Gordonia bronchialis	2054
TAX-2055	Gordonia terrae	2055
TAX-205691	Forsythia viridissima	205691
TAX-205692	Forsythia koreana	205692
TAX-2058185	Dictyosteliaceae	2058185
TAX-2058949	Dictyosteliales	2058949
TAX-2060	Tsukamurella	2060
TAX-2061	Tsukamurella paurometabola	2061
TAX-2062	Streptomycetaceae	2062
TAX-206351	Neisseriales	206351
TAX-206389	Rhodocyclales	206389
TAX-2070	Pseudonocardiaceae	2070
TAX-207245	Fornicata	207245
TAX-207598	Homininae	207598
TAX-2085	Mycoplasmatales	2085
TAX-209	Helicobacter	209
TAX-2092	Mycoplasmataceae	2092
TAX-2093	Mycoplasma	2093
TAX-2098	Metamycoplasma hominis	2098
TAX-210	Helicobacter pylori	210
TAX-2100760	Saccharolobus	2100760
TAX-2100771	Panicum sect. Hiantes	2100771
TAX-21013	Mimosa	21013
TAX-21024	Fagus	21024
TAX-2104	Mycoplasmoides pneumoniae	2104
TAX-21199	Asclepias	21199
TAX-212759	Adonis annua	212759
TAX-212809	Anemone leveillei	212809
TAX-2131	Spiroplasmataceae	2131
TAX-213115	Desulfovibrionales	213115
TAX-213118	Desulfobacterales	213118
TAX-213119	Desulfobacteraceae	213119
TAX-213121	Desulfobulbaceae	213121
TAX-2132	Spiroplasma	2132
TAX-2133	Spiroplasma citri	2133
TAX-213301	Coffea liberica	213301
TAX-213304	Coffea abeokutae	213304
TAX-213421	Desulfuromonadaceae	213421
TAX-213423	Pelobacteraceae	213423
TAX-213547	Verophasmatodea	213547
TAX-213548	Phyllioidea	213548
TAX-213849	Campylobacterales	213849
TAX-214504	Glomeromycotina	214504
TAX-214598	Gesnerioideae	214598
TAX-214603	Gesnerieae	214603
TAX-21472	Gentianaceae	21472
TAX-214907	Malvoideae	214907
TAX-214909	Byttnerioideae	214909
TAX-214912	Sterculioideae	214912
TAX-21496	Gentiana	21496
TAX-21561	Limnanthaceae	21561
TAX-21562	Limnanthes	21562
TAX-2157	Archaea	2157
TAX-21571	Boraginaceae	21571
TAX-2158	Methanobacteriales	2158
TAX-215813	Dinoroseobacter shibae	215813
TAX-2159	Methanobacteriaceae	2159
TAX-215948	Cleretum	215948
TAX-21634	Lithospermum	21634
TAX-216572	Oscillospiraceae	216572
TAX-216591	Burkholderia cenocepacia	216591
TAX-216690	Thunbergioideae	216690
TAX-216691	Acanthoideae	216691
TAX-216692	Acantheae	216692
TAX-216693	Ruellieae	216693
TAX-216694	Ruelliinae	216694
TAX-216701	Teucrioideae	216701
TAX-216702	Scutellarioideae	216702
TAX-216703	Lamioideae	216703
TAX-216704	Pogostemonoideae	216704
TAX-216706	Nepetoideae	216706
TAX-216718	Mentheae	216718
TAX-216719	Ocimeae	216719
TAX-216720	Elsholtzieae	216720
TAX-216722	Lavanduleae	216722
TAX-216769	Buchnereae	216769
TAX-216780	Antirrhineae	216780
TAX-216782	Digitalideae	216782
TAX-216794	Plantagineae	216794
TAX-216816	Bifidobacterium longum	216816
TAX-216988	Betula platyphylla	216988
TAX-217037	Vaccinioideae	217037
TAX-217062	Vaccinieae	217062
TAX-217510	Fulvimarina	217510
TAX-217511	Fulvimarina pelagi	217511
TAX-21819	Mentha	21819
TAX-2182	Methanococcales	2182
TAX-2182333	Davallia sect. Trogostolon	2182333
TAX-2183	Methanococcaceae	2183
TAX-2184	Methanococcus	2184
TAX-21861	Pogostemon	21861
TAX-218619	Phlebodium	218619
TAX-218620	Phlebodium aureum	218620
TAX-21880	Salvia	21880
TAX-2190	Methanocaldococcus jannaschii	2190
TAX-21910	Verbenaceae	21910
TAX-219102	Mutisioideae	219102
TAX-219103	Carduoideae	219103
TAX-219120	Cichorioideae	219120
TAX-219121	Cichorieae	219121
TAX-219126	Tageteae	219126
TAX-219134	Coreopsideae	219134
TAX-219868	Syzygium aromaticum	219868
TAX-22002	Verbena	22002
TAX-2206	Methanosarcinaceae	2206
TAX-2207	Methanosarcina	2207
TAX-2209	Methanosarcina mazei	2209
TAX-2210	Methanosarcina thermophila	2210
TAX-2211641	Yoonia	2211641
TAX-22118	Erythroxylaceae	22118
TAX-2212703	Mucoromycetes	2212703
TAX-2214	Methanosarcina acetivorans	2214
TAX-22140	Annonaceae	22140
TAX-222543	Hypocreomycetidae	222543
TAX-222544	Sordariomycetidae	222544
TAX-222566	Baphicacanthus	222566
TAX-222567	Strobilanthes cusia	222567
TAX-222866	Glandularia	222866
TAX-223052	Cephalocereus	223052
TAX-223054	Cephalocereus senilis	223054
TAX-2231	Archaeoglobales	2231
TAX-2231382	NPAAA clade	2231382
TAX-2231384	genistoids sensu lato	2231384
TAX-2231385	core genistoids	2231385
TAX-2231387	dalbergioids sensu lato	2231387
TAX-2231389	Dalbergia clade	2231389
TAX-2231390	Pterocarpus clade	2231390
TAX-2231393	50 kb inversion clade	2231393
TAX-2232	Archaeoglobaceae	2232
TAX-2233	Archaeoglobus	2233
TAX-2233838	Hologalegina	2233838
TAX-2233839	IRL clade	2233839
TAX-2233855	indigoferoid/millettioid clade	2233855
TAX-2233857	robinioid clade	2233857
TAX-2234	Archaeoglobus fulgidus	2234
TAX-2235	Halobacteriales	2235
TAX-2236	Halobacteriaceae	2236
TAX-2237	Haloarcula	2237
TAX-223751	Aquilaria crassna	223751
TAX-223756	Gyrinops	223756
TAX-2239	Halobacterium	2239
TAX-2242	Halobacterium salinarum	2242
TAX-224308	Bacillus subtilis	224308
TAX-224324	Aquifex aeolicus	224324
TAX-224462	Nannocystineae	224462
TAX-224463	Nannocystaceae	224463
TAX-224471	Burkholderiales genera incertae sedis	224471
TAX-2245002	unclassified Rosa	2245002
TAX-2246	Haloferax volcanii	2246
TAX-224756	Methanomicrobia	224756
TAX-2251	Haloferax	2251
TAX-225101	Desmodium uncinatum	225101
TAX-2252	Haloferax mediterranei	2252
TAX-2258	Thermococcales	2258
TAX-2259	Thermococcaceae	2259
TAX-2260	Pyrococcus	2260
TAX-2261	Pyrococcus furiosus	2261
TAX-2262	Pyrococcus woesei	2262
TAX-2263	Thermococcus	2263
TAX-2266	Thermoproteales	2266
TAX-22662	Punica	22662
TAX-22663	Punica granatum	22663
TAX-2267	Thermoproteaceae	2267
TAX-2268852	unclassified Ostreococcus	2268852
TAX-2270	Thermoproteus	2270
TAX-2271	Thermoproteus tenax	2271
TAX-227290	Rhizobium/Agrobacterium group	227290
TAX-227291	Limonium latifolium	227291
TAX-227292	Sinorhizobium/Ensifer group	227292
TAX-227333	Tapinellineae	227333
TAX-227335	Tapinellaceae	227335
TAX-22774	Berberis	22774
TAX-227979	Jeotgalicoccus	227979
TAX-228	Pseudoalteromonas haloplanktis	228
TAX-2281	Sulfolobales	2281
TAX-2282523	Methylorubrum	2282523
TAX-2283794	Methanomada group	2283794
TAX-2283796	Candidatus Thermoplasmatota	2283796
TAX-2284	Sulfolobus	2284
TAX-22868	Anemone	22868
TAX-2287	Saccharolobus solfataricus	2287
TAX-2289	Desulfobacter	2289
TAX-228933	Populus alba x Populus grandidentata	228933
TAX-2290931	Stenosarchaea group	2290931
TAX-2291	Desulfobacter hydrogenophilus	2291
TAX-2291027	Salvia incertae sedis	2291027
TAX-2301116	Rhabditina	2301116
TAX-2301119	Rhabditomorpha	2301119
TAX-23012	Kalanchoe	23012
TAX-23013	Kalanchoe daigremontiana	23013
TAX-2304100	Viteae	2304100
TAX-2304686	Hungateiclostridiaceae	2304686
TAX-2304692	Hungateiclostridium	2304692
TAX-23097	Hydrangeaceae	23097
TAX-23109	Hydrangea	23109
TAX-23110	Hydrangea macrophylla	23110
TAX-231213	Sporidiobolales	231213
TAX-23166	Eriobotrya	23166
TAX-23207	Prunus serotina	23207
TAX-23216	Rubus	23216
TAX-23222	Sorbus	23222
TAX-2323	Bacteria incertae sedis	2323
TAX-232347	Magnoliidae	232347
TAX-23242	Chrysosplenium	23242
TAX-23273	Tellima	23273
TAX-2335	Thermotoga	2335
TAX-2336	Thermotoga maritima	2336
TAX-2337	Thermotoga neapolitana	2337
TAX-233875	Celastrales	233875
TAX-23513	Rutaceae	23513
TAX-235140	Gemmata sp. Wa1-1	235140
TAX-235214	Peganaceae	235214
TAX-235629	Acalyphoideae	235629
TAX-235631	Crotonoideae	235631
TAX-235633	Euphorbioideae	235633
TAX-235880	Acalypheae	235880
TAX-235882	Micrandreae	235882
TAX-235883	Manihoteae	235883
TAX-235891	Crotoneae	235891
TAX-235892	Aleuritideae	235892
TAX-235895	Euphorbieae	235895
TAX-23672	Sapindaceae	23672
TAX-237940	Viburnum furcatum	237940
TAX-238069	Saliceae	238069
TAX-23808	Simaroubaceae	23808
TAX-23809	Ailanthus	23809
TAX-23810	Ailanthus altissima	23810
TAX-24051	Strobilanthes	24051
TAX-24079	Bignoniaceae	24079
TAX-241069	Mentha x gracilis	241069
TAX-241407	Saccharomycetales incertae sedis	241407
TAX-241778	Apioideae	241778
TAX-241780	apioid superclade	241780
TAX-241781	Careae	241781
TAX-241789	Scandiceae	241789
TAX-241793	Apieae	241793
TAX-241797	Pimpinelleae	241797
TAX-241799	Daucinae	241799
TAX-241800	Scandicinae	241800
TAX-241802	apioid superclade incertae sedis	241802
TAX-241806	Polypodiopsida	241806
TAX-2419	Thermotogales	2419
TAX-242159	Ostreococcus sp. lucimarinus	242159
TAX-243277	Vibrio cholerae O1	243277
TAX-243963	Anisodus	243963
TAX-245186	Loktanella	245186
TAX-245188	Yoonia vestfoldensis	245188
TAX-24609	Atropa	24609
TAX-246199	Ruminococcus albus	246199
TAX-246200	Ruegeria pomeroyi	246200
TAX-248026	Cupriavidus pinatubonensis	248026
TAX-24966	Rubiaceae	24966
TAX-2499238	Alternaria sect. Brassicicola	2499238
TAX-2508044	unclassified Malus	2508044
TAX-2508080	Crocoideae	2508080
TAX-2508085	Freesieae	2508085
TAX-2508086	Croceae	2508086
TAX-2511126	Chlorella clade	2511126
TAX-2511161	Elliptochloris clade	2511161
TAX-25168	Galium	25168
TAX-251695	Pseudomonas syringae group genomosp. 1	251695
TAX-252	Halomonas halmophila	252
TAX-252301	Oceanicola	252301
TAX-252305	Pseudooceanicola batsensis	252305
TAX-2528436	Pyriculariaceae	2528436
TAX-2546012	Chironiinae	2546012
TAX-2546017	Gentianinae	2546017
TAX-2546215	OUU clade	2546215
TAX-25473	Rubia	25473
TAX-254777	Galium mollugo	254777
TAX-255348	Rhus typhina	255348
TAX-255475	Aurantimonadaceae	255475
TAX-2559587	Riboviria	2559587
TAX-25623	Taxaceae	25623
TAX-25628	Taxus	25628
TAX-25629	Taxus baccata	25629
TAX-256319	Chlorobaculum	256319
TAX-25641	Aloe	25641
TAX-2566701	Eutrichosiphonia	2566701
TAX-25692	Balsaminaceae	25692
TAX-2570567	Spirocuta	2570567
TAX-2570883	Euglenoida	2570883
TAX-258211	Berberis wilsoniae	258211
TAX-2583993	unclassified Pseudomonas	2583993
TAX-259380	Blighia	259380
TAX-259381	Blighia sapida	259381
TAX-2605435	Evosea	2605435
TAX-260674	Citrullus lanatus	260674
TAX-2608109	Haptista	2608109
TAX-2608131	Prymnesiophyceae	2608131
TAX-2611341	Metamonada	2611341
TAX-2611352	Discoba	2611352
TAX-26122	Gesneriaceae	26122
TAX-261448	Coptis teeta	261448
TAX-261450	Coptis chinensis	261450
TAX-261999	Camellia sinensis	261999
TAX-262	Francisella	262
TAX-2620334	unclassified Gerbera	2620334
TAX-262150	Bacillini	262150
TAX-2622970	unclassified Gemmata	2622970
TAX-2624378	unclassified Corynebacterium	2624378
TAX-2626047	unclassified Synechococcus	2626047
TAX-2628446	unclassified Neocallimastix	2628446
TAX-263	Francisella tularensis	263
TAX-2630462	unclassified Jeotgalicoccus	2630462
TAX-2633043	unclassified Phaeosphaeria	2633043
TAX-26339	Iridaceae	26339
TAX-2640012	unclassified Synechocystis	2640012
TAX-264198	Cupriavidus pinatubonensis	264198
TAX-26468	Loganiaceae	26468
TAX-2649237	unclassified Freesia	2649237
TAX-265	Paracoccus <a-proteobacteria>	265
TAX-265316	Cyanidiaceae	265316
