org_id	latin_name	ncbi_id
TAX-5139	Sordariales	5139
TAX-5140	Neurospora	5140
TAX-5141	Neurospora crassa	5141
TAX-51426	Agapanthus	51426
TAX-51453	Trichoderma reesei	51453
TAX-5148	Sordariaceae	5148
TAX-51501	Agapanthus africanus	51501
TAX-5178	Helotiales	5178
TAX-5179	Sclerotinia	5179
TAX-5180	Sclerotinia sclerotiorum	5180
TAX-5197	Lecanorales	5197
TAX-5198	Cladoniaceae	5198
TAX-5199	Cladonia	5199
TAX-5204	Basidiomycota	5204
TAX-52299	Rudbeckia hirta	52299
TAX-523721	Areolatae	523721
TAX-523864	Bacilloidea	523864
TAX-524420	Bacillinae	524420
TAX-52517	Eustoma	52517
TAX-52518	Eustoma grandiflorum	52518
TAX-52598	Sulfitobacter sp. EE-36	52598
TAX-52853	Silene latifolia	52853
TAX-52959	Polaribacter	52959
TAX-53	Nannocystis	53
TAX-5302	Agaricomycotina	5302
TAX-5303	Polyporales	5303
TAX-53158	Lamium	53158
TAX-53161	Lamium galeobdolon	53161
TAX-5320	Pleurotus	5320
TAX-53246	Pseudoalteromonas	53246
TAX-53318	Desulfocapsa	53318
TAX-53335	Pantoea	53335
TAX-5338	Agaricales	5338
TAX-53413	Xanthomonas axonopodis	53413
TAX-53483	Polaribacter filamentus	53483
TAX-535	Chromobacterium	535
TAX-53541	Stegomyia	53541
TAX-53550	Culicini	53550
TAX-536	Chromobacterium violaceum	536
TAX-53851	Cassia	53851
TAX-53862	Dalbergia	53862
TAX-53864	Derris	53864
TAX-53866	Desmodium	53866
TAX-53953	Pyrococcus horikoshii	53953
TAX-54	Nannocystis exedens	54
TAX-541	Zymomonas	541
TAX-541000	Ruminococcaceae	541000
TAX-54115	Methylosphaera	54115
TAX-542	Zymomonas mobilis	542
TAX-5421	Xanthophyllomyces dendrorhous	5421
TAX-542762	Camellia sinensis	542762
TAX-543	Enterobacteriaceae	543
TAX-543769	Rhizaria	543769
TAX-54396	endosymbiont of Riftia pachyptila	54396
TAX-544448	Mycoplasmatota	544448
TAX-54672	Euphorbia lagascae	54672
TAX-547	Enterobacter	547
TAX-5475	Candida	5475
TAX-5477	[Candida] boidinii	5477
TAX-5479	Candida maltosa	5479
TAX-54795	Argemone	54795
TAX-54796	Argemone mexicana	54796
TAX-54898	mitosporic Valsaceae	54898
TAX-549	Pantoea agglomerans	549
TAX-54924	Haemodoraceae	54924
TAX-54925	Anigozanthos	54925
TAX-550	Enterobacter cloacae	550
TAX-5506	Fusarium	5506
TAX-55062	Pinus ponderosa	55062
TAX-55067	Phaeosphaeria	55067
TAX-55080	Brevibacillus	55080
TAX-55086	Bacillidae	55086
TAX-55087	Bacillus <walking sticks>	55087
TAX-551	Erwinia	551
TAX-551759	Aromatoleum	551759
TAX-55182	Forsythia	55182
TAX-55183	Forsythia x intermedia	55183
TAX-55188	Citrus unshiu	55188
TAX-55190	Gentiana triflora	55190
TAX-552	Erwinia amylovora	552
TAX-5523	Fusarium lateritium	5523
TAX-553	Pantoea ananatis	553
TAX-5533	Rhodotorula	5533
TAX-5535	Rhodotorula glutinis	5535
TAX-553630	Sesbanieae	553630
TAX-5543	Trichoderma	5543
TAX-55434	Juncaginaceae	55434
TAX-554915	Amoebozoa	554915
TAX-55500	Triglochin	55500
TAX-55501	Triglochin maritima	55501
TAX-555406	Archamoebae	555406
TAX-55669	Stevia	55669
TAX-55670	Stevia rebaudiana	55670
TAX-55843	Tagetes patula	55843
TAX-55867	Scolytinae	55867
TAX-55879	Rhabditoidea	55879
TAX-55885	Peloderinae	55885
TAX-559292	Saccharomyces cerevisiae	559292
TAX-55961	Clusiaceae	55961
TAX-55962	Hypericum	55962
TAX-55963	Hypericum calycinum	55963
TAX-55979	Ips	55979
TAX-5598	Alternaria	5598
TAX-5600	Phialophora	5600
TAX-56063	Derris elliptica	56063
TAX-561	Escherichia	561
TAX-562	Escherichia coli	562
TAX-56448	Xanthomonas arboricola	56448
TAX-56478	Ramalinaceae	56478
TAX-56479	Ramalina	56479
TAX-5653	Kinetoplastea	5653
TAX-5654	Trypanosomatidae	5654
TAX-5658	Leishmania <genus>	5658
TAX-565971	Consolida orientalis	565971
TAX-566546	Escherichia coli	566546
TAX-56690	Tritrichomonas suis	56690
TAX-5690	Trypanosoma	5690
TAX-5691	Trypanosoma brucei	5691
TAX-56916	Dumortiera	56916
TAX-56917	Dumortiera hirsuta	56917
TAX-569578	PX clade	569578
TAX-5699	Trypanosoma vivax	5699
TAX-570	Klebsiella	570
TAX-5702	Trypanosoma brucei	5702
TAX-571	Klebsiella oxytoca	571
TAX-5719	Parabasalia	5719
TAX-5721	Trichomonas	5721
TAX-5722	Trichomonas vaginalis	5722
TAX-5723	Tritrichomonas	5723
TAX-572511	Blautia	572511
TAX-573	Klebsiella pneumoniae	573
TAX-5738	Diplomonadida	5738
TAX-5739	Hexamitidae	5739
TAX-5740	Giardia <diplomonads>	5740
TAX-5741	Giardia intestinalis	5741
TAX-57493	Kocuria	57493
TAX-57577	Trifolium pratense	57577
TAX-5782	Dictyostelium	5782
TAX-578822	Methylobacterium extorquens group	578822
TAX-578833	Stutzerimonas stutzeri subgroup	578833
TAX-5789	Physariida	5789
TAX-5794	Apicomplexa	5794
TAX-5796	Coccidia	5796
TAX-58019	Pinopsida	58019
TAX-58021	Ginkgophyta	58021
TAX-58022	Gnetophyta	58022
TAX-58023	Tracheophyta	58023
TAX-58024	Spermatophyta	58024
TAX-5809	Sarcocystidae	5809
TAX-5810	Toxoplasma	5810
TAX-5811	Toxoplasma gondii	5811
TAX-5819	Haemosporida	5819
TAX-5820	Plasmodium <Plasmodium>	5820
TAX-5833	Plasmodium falciparum	5833
TAX-58346	Streptomyces platensis	58346
TAX-586	Providencia	586
TAX-587	Providencia rettgeri	587
TAX-587658	Coleus	587658
TAX-5878	Ciliophora	5878
TAX-5890	Tetrahymena	5890
TAX-58933	Triticum spelta	58933
TAX-58949	Crocus	58949
TAX-58987	Freesia	58987
TAX-590	Salmonella	590
TAX-59041	Nerine	59041
TAX-59042	Nerine bowdenii	59042
TAX-5908	Tetrahymena pyriformis	5908
TAX-59201	Salmonella enterica	59201
TAX-59282	Blastochloris	59282
TAX-59293	Solidago	59293
TAX-59297	Solidago canadensis	59297
TAX-59405	Thauera aromatica	59405
TAX-59406	Aromatoleum evansii	59406
TAX-596707	Sinomonas	596707
TAX-59689	Arabidopsis lyrata	59689
TAX-59777	Selaginella lepidophylla	59777
TAX-59788	Megathyrsus maximus	59788
TAX-5985	Isotrichidae	5985
TAX-5988	Litostomatea	5988
TAX-60136	Sulfitobacter	60136
TAX-602	Salmonella typhimurium	602
TAX-6020	Oligohymenophorea	6020
TAX-6072	Eumetazoa	6072
TAX-6073	Cnidaria	6073
TAX-60894	Saccharopolyspora spinosa	60894
TAX-60916	Trifolium incarnatum	60916
TAX-6101	Anthozoa	6101
TAX-61137	Kandelia	61137
TAX-61147	Kandelia candel	61147
TAX-613	Serratia <enterobacteria>	613
TAX-6132	Octocorallia	6132
TAX-615	Serratia marcescens	615
TAX-61508	Persicaria	61508
TAX-622360	Alternaria brassicicola	622360
TAX-622450	Actinopolysporales	622450
TAX-622451	Actinopolysporaceae	622451
TAX-6231	Nematoda	6231
TAX-62330	Fagopyrum tataricum	62330
TAX-6236	Rhabditida	6236
TAX-6237	Caenorhabditis	6237
TAX-6239	Caenorhabditis elegans	6239
TAX-6243	Rhabditidae	6243
TAX-62890	Solanum habrochaites	62890
TAX-629	Yersinia <enterobacteria>	629
TAX-629295	Streptomyces griseus group	629295
TAX-629714	Hypericaceae	629714
TAX-62977	Acinetobacter baylyi	62977
TAX-630	Yersinia enterocolitica	630
TAX-630214	Eumusa	630214
TAX-632	Yersinia pestis	632
TAX-63363	Aquifex aeolicus	63363
TAX-6340	Annelida	6340
TAX-6341	Polychaeta	6341
TAX-63410	Ulva lactuca	63410
TAX-6342	Capitellida	6342
TAX-6343	Arenicola	6343
TAX-6344	Arenicola marina	6344
TAX-63442	Physaria fendleri	63442
TAX-63561	Desulfolutivibrio sulfodismutans	63561
TAX-63779	Impatiens balsamina	63779
TAX-639021	Magnaporthales	639021
TAX-640620	Alopecurinae	640620
TAX-640623	Aveninae	640623
TAX-640628	Poinae	640628
TAX-640630	Loliinae	640630
TAX-641	Vibrionaceae	641
TAX-642	Aeromonas	642
TAX-644223	Komagataella phaffii	644223
TAX-64459	Pieris rapae	64459
TAX-648	Aeromonas caviae	648
TAX-64898	Aquificaceae	64898
TAX-649763	Megathyrsus	649763
TAX-650269	Mentha aquatica	650269
TAX-651137	Nitrososphaerota	651137
TAX-65207	Microgastrinae	65207
TAX-653685	Bacillus subtilis group	653685
TAX-65409	Scutellaria baicalensis	65409
TAX-655183	Lactobacillus casei group	655183
TAX-65555	Desulfocapsa sulfexigens	65555
TAX-65561	Hypericum perforatum	65561
TAX-656336	Coriandreae	656336
TAX-65784	Phaeosphaeria sp. L487	65784
TAX-66013	Cymbopogon	66013
TAX-66014	Cymbopogon citratus	66014
TAX-662	Vibrio	662
TAX-66376	Streptomyces spiralis	66376
TAX-6656	Arthropoda	6656
TAX-666	Vibrio cholerae	666
TAX-66635	Larrea	66635
TAX-66636	Larrea tridentata	66636
TAX-66667	Sterculia	66667
TAX-66670	Bixaceae	66670
TAX-66671	Bixa	66671
TAX-66672	Bixa orellana	66672
TAX-66679	Daphne	66679
TAX-66861	Vibrio cholerae non-O1	66861
TAX-669879	Allium ochotense	669879
TAX-671232	Streptococcus anginosus group	671232
TAX-68295	Thermoanaerobacterales	68295
TAX-68336	Bacteroidota/Chlorobiota group	68336
TAX-68459	Giardiinae	68459
TAX-68460	Hexamitinae	68460
TAX-68525	delta/epsilon subdivisions	68525
TAX-686	Vibrio cholerae O1	686
TAX-68889	Boletales	68889
TAX-68933	Thermales	68933
TAX-69014	Thermococcus kodakarensis	69014
TAX-69266	Vaccinium corymbosum	69266
TAX-693762	Schizaeales	693762
TAX-693765	Lygodiaceae	693765
TAX-69406	Atractylodes lancea	69406
TAX-69450	Cistaceae	69450
TAX-69451	Cistus	69451
TAX-69461	Aquilaria	69461
TAX-69488	Penicillium simplicissimum	69488
TAX-69541	Desulfuromonadales	69541
TAX-6960	Hexapoda	6960
TAX-696523	Microtea	696523
TAX-696524	Microtea debilis	696524
TAX-69655	Sulfurisphaera	69655
TAX-6970	Dictyoptera <insects>	6970
TAX-6974	Blattidae	6974
TAX-6975	Blatta	6975
TAX-6976	Blatta orientalis	6976
TAX-6979	Blaberidae	6979
TAX-6980	Blaberus	6980
TAX-6981	Blaberus discoidalis	6981
TAX-6983	Diploptera	6983
TAX-6984	Diploptera punctata	6984
TAX-6989	Nauphoeta	6989
TAX-6990	Nauphoeta cinerea	6990
TAX-6993	Orthoptera	6993
TAX-7001	Caelifera	7001
TAX-7002	Acrididae	7002
TAX-7003	Locusta	7003
TAX-7004	Locusta migratoria	7004
TAX-70109	Penicillium paxilli	70109
TAX-70124	Crambe hispanica	70124
TAX-7020	Phasmatodea	7020
TAX-703248	Allieae	703248
TAX-703251	Amaryllidoideae	703251
TAX-703533	Asparagoideae	703533
TAX-703538	Asphodeloideae	703538
TAX-7041	Coleoptera	7041
TAX-7042	Curculionidae	7042
TAX-70447	Ostreococcus	70447
TAX-7065	Tenebrionidae	7065
TAX-7069	Tribolium <beetles>	7069
TAX-70752	Allium aflatunense	70752
TAX-7088	Lepidoptera	7088
TAX-70910	Acridomorpha	70910
TAX-7114	Pieridae	7114
TAX-7115	Pieris <butterflies>	7115
TAX-712	Pasteurellaceae	712
TAX-71239	Cucurbitales	71239
TAX-71240	eudicotyledons	71240
TAX-71241	early-diverging eudicotyledons	71241
TAX-71243	Oxalidales	71243
TAX-71250	Chelidonium <flowering plants>	71250
TAX-71251	Chelidonium majus	71251
TAX-71274	asterids	71274
TAX-71275	rosids	71275
TAX-71421	Haemophilus influenzae	71421
TAX-7147	Diptera	7147
TAX-7148	Nematocera	7148
TAX-71527	Tenebrionoidea	71527
TAX-71529	Curculionoidea	71529
TAX-715340	Pleosporineae	715340
TAX-7157	Culicidae	7157
TAX-7158	Aedes <genus>	7158
TAX-7159	Aedes aegypti	7159
TAX-715962	dothideomyceta	715962
TAX-715989	sordariomyceta	715989
TAX-716545	saccharomyceta	716545
TAX-716546	leotiomyceta	716546
TAX-72025	Fabales	72025
TAX-7203	Brachycera	7203
TAX-720621	Carapichea	720621
TAX-72121	Tapinella <basidiomycete fungi>	72121
TAX-7214	Drosophilidae	7214
TAX-72142	mitosporic Sordariales	72142
TAX-7215	Drosophila <flies,genus>	7215
TAX-721786	Spiraeoideae	721786
TAX-721787	Rosodae	721787
TAX-721789	Potentilleae	721789
TAX-721805	Amygdaleae	721805
TAX-721812	Pyrodae	721812
TAX-721813	Maleae	721813
TAX-7227	Drosophila melanogaster	7227
TAX-72273	Thiotrichales	72273
TAX-72274	Pseudomonadales	72274
TAX-72293	Helicobacteraceae	72293
TAX-724	Haemophilus	724
TAX-72587	Pseudomonas sp. P.J. 874	72587
TAX-72610	Crepis alpina	72610
TAX-72611	Crepis palaestina	72611
TAX-727	Haemophilus influenzae	727
TAX-73020	Isochrysidales	73020
TAX-73026	Pavlovales	73026
TAX-73153	Vernicia	73153
TAX-73154	Vernicia fordii	73154
TAX-734088	Anethum foeniculum	734088
TAX-73496	Asparagales	73496
TAX-73818	Neocallimastix sp. LM-2	73818
TAX-73871	Dolichandra unguis-cati	73871
TAX-7399	Hymenoptera	7399
TAX-7400	Apocrita	7400
TAX-7401	Ichneumonoidea	7401
TAX-7402	Braconidae	7402
TAX-74030	Roseovarius	74030
TAX-740972	Tritrichomonadida	740972
TAX-740983	Tritrichomonadidae	740983
TAX-742007	Carlininae	742007
TAX-742010	Carduinae	742010
TAX-742011	Centaureinae	742011
TAX-7422	Chalcidoidea	7422
TAX-745062	Lactucinae	745062
TAX-745067	Crepidinae	745067
TAX-745090	Cichoriinae	745090
TAX-746128	Aspergillus fumigatus	746128
TAX-74613	Glycyrrhiza uralensis	74613
TAX-74647	Rosa multiflora	74647
TAX-74649	Rosa chinensis	74649
TAX-748798	Vernoniinae	748798
TAX-74900	Allium schoenoprasum	74900
TAX-7496	Pterygota <insects>	7496
TAX-751754	Zoysieae	751754
TAX-751756	Sporobolinae	751756
TAX-75715	Salix pentandra	75715
TAX-75739	Eucoccidiorida	75739
TAX-75750	Aspergillus sydowii	75750
TAX-75787	Rhodocyclaceae	75787
TAX-75966	Trebouxiophyceae	75966
TAX-75981	Trebouxiophyceae incertae sedis	75981
TAX-76276	Senecio vulgaris	76276
TAX-76306	Mimosa pudica	76306
TAX-766764	Debaryomycetaceae	766764
TAX-767018	Diaporthaceae	767018
TAX-76714	Glandularia x hybrida	76714
TAX-768503	Cytophagia	768503
TAX-768507	Cytophagales	768507
TAX-76893	Blaberinae	76893
TAX-76896	Oxyhaloinae	76896
TAX-76909	Samanea	76909
TAX-76910	Samanea saman	76910
TAX-76912	Zea mays	76912
TAX-76966	Citrus japonica	76966
TAX-77065	Salix purpurea	77065
TAX-77099	Blattinae	77099
TAX-7711	Chordata	7711
TAX-7742	Vertebrata <vertebrates>	7742
TAX-77643	Mycobacterium tuberculosis complex	77643
TAX-7776	Gnathostomata <vertebrates>	7776
TAX-77880	Carapichea ipecacuanha	77880
TAX-77912	Pinus densiflora	77912
TAX-78060	Parmeliaceae	78060
TAX-78168	Passiflora edulis	78168
TAX-78355	Streptomyces somaliensis	78355
TAX-78536	Euphyllophyta	78536
TAX-78630	Betula platyphylla	78630
TAX-7898	Actinopterygii	7898
TAX-795077	Senecioninae	795077
TAX-7952	Cypriniformes	7952
TAX-7953	Cyprinidae	7953
TAX-7954	Danio	7954
TAX-7955	Danio rerio	7955
TAX-79802	Thalictrum tuberosum	79802
TAX-79837	Cymbopogon martinii	79837
TAX-79929	Methanothermobacter marburgensis	79929
TAX-80379	Capsicum chinense	80379
TAX-80604	Tapinella panuoides	80604
TAX-80811	Cystobacterineae	80811
TAX-80840	Burkholderiales	80840
TAX-80863	Populus tremula x Populus alba	80863
TAX-80864	Comamonadaceae	80864
TAX-80865	Delftia	80865
TAX-80866	Delftia acidovorans	80866
TAX-809	Chlamydiaceae	809
TAX-81	Hyphomicrobium	81
TAX-810	Chlamydia	810
TAX-81064	Meruliaceae	81064
TAX-81093	Magnaporthaceae	81093
TAX-813	Chlamydia trachomatis	813
TAX-815	Bacteroidaceae	815
TAX-816	Bacteroides	816
TAX-818	Bacteroides thetaiotaomicron	818
TAX-81850	Leuconostocaceae	81850
TAX-81852	Enterococcaceae	81852
TAX-82104	mitosporic Herpotrichiellaceae	82104
TAX-82115	Rhizobiaceae	82115
TAX-82117	unclassified Alphaproteobacteria	82117
TAX-82232	Galanthus elwesii	82232
TAX-82367	Paracoccus pantotrophus	82367
TAX-82528	Crocus sativus	82528
TAX-8287	Sarcopterygii	8287
TAX-83182	Phomopsis amygdali	83182
TAX-83233	Coriolaceae	83233
TAX-83332	Mycobacterium tuberculosis	83332
TAX-83333	Escherichia coli	83333
TAX-83444	Avena sterilis	83444
TAX-83445	Avena sterilis	83445
TAX-83461	Corallococcus	83461
TAX-83523	Avena clauda	83523
TAX-83541	Mastigocladus laminosus	83541
TAX-836	Porphyromonas	836
TAX-83837	Astragalus membranaceus	83837
TAX-84	Hyphomicrobium methylovorum	84
TAX-84157	DSMP-degrading bacterium LFR	84157
TAX-84158	Oceanimonas doudoroffii	84158
TAX-8457	Sauropsida	8457
TAX-84615	Lygodium circinatum	84615
TAX-84642	Aeromonadaceae	84642
TAX-848	Fusobacterium	848
TAX-84884	Eustoma exaltatum	84884
TAX-8492	Archosauria	8492
TAX-85003	Actinobacteridae	85003
TAX-85004	Bifidobacteriales	85004
TAX-85006	Micrococcales	85006
TAX-85007	Mycobacteriales	85007
TAX-85009	Propionibacteriales	85009
TAX-85010	Pseudonocardiales	85010
TAX-85011	Kitasatosporales	85011
TAX-85012	Streptosporangiales	85012
TAX-85016	Cellulomonadaceae	85016
TAX-85017	Promicromonosporaceae	85017
TAX-85018	Dermatophilaceae	85018
TAX-85019	Brevibacteriaceae	85019
TAX-85020	Dermabacteraceae	85020
TAX-85022	Jonesiaceae	85022
TAX-85023	Microbacteriaceae	85023
TAX-85025	Nocardiaceae	85025
TAX-85026	Gordoniaceae	85026
TAX-85028	Tsukamurellaceae	85028
TAX-85072	Allochromatium	85072
TAX-851	Fusobacterium nucleatum	851
TAX-85439	Delphinium grandiflorum	85439
TAX-85512	Dicondylia	85512
TAX-85604	Amphiesmenoptera	85604
TAX-85681	Citrus x clementina	85681
TAX-85823	Blattodea	85823
TAX-85894	Jacquinia	85894
TAX-85962	Helicobacter pylori	85962
TAX-86179	Chromohalobacter beijerinckii	86179
TAX-86188	Stenotrophomonas geniculata	86188
TAX-862507	Mus <subgenus>	862507
TAX-86620	Usnea	86620
TAX-86650	Euglenales	86650
TAX-86661	Bacillus cereus group	86661
TAX-866800	Cactineae	866800
TAX-867926	Freesia hybrid cultivar	867926
TAX-869302	Botryococcus braunii	869302
TAX-872	Desulfovibrio	872
TAX-87256	Evernia	87256
TAX-87677	Eucalyptus piperita	87677
TAX-877976	North American clade	877976
TAX-8782	Aves	8782
TAX-87882	Burkholderia cepacia complex	87882
TAX-879	Megalodesulfovibrio gigas	879
TAX-88036	Selaginella moellendorffii	88036
TAX-8825	Neognathae	8825
TAX-886697	Mediterranean clade	886697
TAX-886714	Artemisiinae	886714
TAX-886730	Anthemidinae	886730
TAX-886735	Glebionidinae	886735
TAX-88730	Pinus massoniana	88730
TAX-88770	Panarthropoda	88770
TAX-88845	Allium victorialis	88845
TAX-89184	Ruegeria pomeroyi	89184
TAX-89187	Roseovarius nubinhibens	89187
TAX-89373	Cytophagaceae	89373
TAX-89585	Lemna aequinoctialis	89585
TAX-89593	Craniata <chordates>	89593
TAX-89629	Anchusa	89629
TAX-89630	Anchusa officinalis	89630
TAX-8976	Galliformes	8976
TAX-89912	Xanthophyllomyces	89912
TAX-9005	Phasianidae	9005
TAX-90153	Chromobacterium group	90153
TAX-9030	Gallus	9030
TAX-9031	Gallus gallus	9031
TAX-90371	Salmonella enterica	90371
TAX-90526	Dorotheanthus	90526
TAX-90527	Cleretum bellidiforme	90527
TAX-9072	Phasianinae	9072
TAX-908225	Verbeneae	908225
TAX-90883	Cystofilobasidiales	90883
TAX-90964	Staphylococcaceae	90964
TAX-909768	Acinetobacter calcoaceticus/baumannii complex	909768
TAX-909929	Selenomonadales	909929
TAX-909932	Negativicutes	909932
TAX-910345	Aceraceae	910345
TAX-910346	Hippocastanaceae	910346
TAX-91061	Bacilli	91061
TAX-911294	Inulinae	911294
TAX-911341	Heliantheae alliance	911341
TAX-91192	Tetradesmus	91192
TAX-91347	Enterobacterales	91347
TAX-91561	Artiodactyla	91561
TAX-91813	Agapanthoideae	91813
TAX-91827	Gunneridae	91827
TAX-91829	Altingiaceae	91829
TAX-91834	rosids incertae sedis	91834
TAX-91835	fabids	91835
TAX-91836	malvids	91836
TAX-91851	Nitrariaceae	91851
TAX-91882	campanulids	91882
TAX-91888	lamiids	91888
TAX-91893	lamiids incertae sedis	91893
TAX-91896	Orobanchaceae	91896
TAX-92621	Acridoidea	92621
TAX-92860	Pleosporales	92860
TAX-93006	Cotesia marginiventris	93006
TAX-9347	Eutheria	9347
TAX-93496	Senecio vernalis	93496
TAX-93607	Sinopodophyllum	93607
TAX-93608	Sinopodophyllum hexandrum	93608
TAX-94328	Zingiber officinale	94328
TAX-9443	Primates	9443
TAX-946435	Jeotgalicoccus sp. ATCC 8456	946435
TAX-94695	Methanosarcinales	94695
TAX-947475	Anchonieae	947475
TAX-947489	Biscutelleae	947489
TAX-9526	Catarrhini	9526
TAX-95486	Burkholderia cenocepacia	95486
TAX-95948	Anigozanthos preissii	95948
TAX-95969	Wachendorfia	95969
TAX-95970	Wachendorfia thyrsiflora	95970
TAX-9604	Hominidae	9604
TAX-9605	Homo	9605
TAX-9606	Homo sapiens	9606
TAX-96455	Persicaria tinctoria	96455
TAX-96792	Chromulinales	96792
TAX-9681	Felidae	9681
TAX-9682	Felis	9682
TAX-9685	Felis catus	9685
TAX-970	Selenomonas	970
TAX-97050	Ruegeria	97050
TAX-971	Selenomonas ruminantium	971
TAX-97234	Dryopteris crassirhizoma	97234
TAX-976	Bacteroidota	976
TAX-978	Cytophaga	978
TAX-980083	Camelineae	980083
TAX-980115	Physarieae	980115
TAX-98028	Physaria	98028
TAX-981066	Lepidieae	981066
TAX-981071	Brassiceae	981071
TAX-9821	Suidae	9821
TAX-9822	Sus	9822
TAX-9823	Sus scrofa	9823
TAX-983290	Brassicaceae incertae sedis	983290
TAX-98349	Pleurotus sapidus	98349
TAX-983531	Pogostemoneae	983531
TAX-983547	Lamieae	983547
TAX-9845	Ruminantia	9845
TAX-985	Cytophaga hutchinsonii	985
TAX-98588	Rhizophora stylosa	98588
TAX-986140	Cyperoideae	986140
TAX-986145	Cypereae	986145
TAX-98651	Chromulinaceae	98651
TAX-98652	Ochromonadales	98652
TAX-98708	Pericallis	98708
TAX-98709	Pericallis cruenta	98709
TAX-98757	Gelatoporia	98757
TAX-9895	Bovidae	9895
TAX-9903	Bos	9903
TAX-99038	Glebionis coronaria	99038
TAX-99105	Tanacetum	99105
TAX-9913	Bos taurus	9913
TAX-99287	Salmonella enterica	99287
TAX-995085	Stenotrophomonas maltophilia group	995085
TAX-99568	Curcuma	99568
TAX-99806	Taxus cuspidata	99806
TAX-9989	Rodentia	9989
TAX-999641	Hypericeae	999641
